machine,compiler,repetition,query,engine,threads,query_label,time,task-clock:u,context-switches:u,cpu-migrations:u,page-faults:u,cycles:u,instructions:u,branches:u,branch-misses:u,L1-dcache-loads:u,L1-dcache-load-misses:u,LLC-loads:u,LLC-load-misses:u,L1-icache-loads:u,L1-icache-load-misses:u,dTLB-loads:u,dTLB-load-misses:u,iTLB-loads:u,iTLB-load-misses:u,L1-dcache-prefetches:u,L1-dcache-prefetch-misses:u
parmesan,clang,0,3,vectorwise,41,q3 vectorwise,55.757,25792.09,0.0,0.0,372172.0,55383993079.0,153045584732.0,,85624873.0,38332123622.0,217495094.0,1275132564.0,1151960287.0,29409247107.0,1505921.0,37997773070.0,89818344.0,4303984129.0,168953.0,,
parmesan,clang,0,3,hyper,41,q3 hyper,262.667,57631.37,0.0,0.0,778319.0,138721664918.0,95969619825.0,,1470895528.0,64102563050.0,1489172391.0,2285440375.0,2000492552.0,49891011366.0,1113451.0,65182463287.0,1234101323.0,67287315784.0,135095.0,,
parmesan,gcc,0,3,hyper,41,q3 hyper,262.063,57584.05,0.0,0.0,778171.0,138402652468.0,99717304019.0,,1569390023.0,65116945846.0,1500399700.0,2252871600.0,1998346456.0,47567283493.0,1015484.0,64767441859.0,1225239000.0,68250528990.0,108626.0,,
parmesan,gcc,0,3,vectorwise,41,q3 vectorwise,51.141,24106.09,0.0,0.0,372602.0,43214248020.0,121137088423.0,,71370853.0,32671983960.0,231319577.0,1389546507.0,1353413328.0,22926182320.0,1890609.0,29492115567.0,78014565.0,3119718289.0,147868.0,,
parmesan,clang,0,3,hyper,42,q3 hyper,258.939,57602.56,0.0,0.0,778801.0,136745296549.0,87960040532.0,,1481304608.0,63175243947.0,1502547753.0,2256269989.0,1999533625.0,48341683268.0,1025608.0,63900418889.0,1187203331.0,67907593579.0,163246.0,,
parmesan,clang,0,3,vectorwise,42,q3 vectorwise,52.138,24807.98,0.0,0.0,372349.0,45304902584.0,159419823941.0,,73372089.0,37462059786.0,215186386.0,1343222972.0,1250192836.0,22246928423.0,1773183.0,26980857311.0,72379721.0,3726526134.0,170951.0,,
parmesan,gcc,0,3,vectorwise,42,q3 vectorwise,49.801,26925.6,0.0,0.0,391123.0,54327485271.0,157639823423.0,,71376348.0,36387847677.0,216148359.0,1303113277.0,1300149831.0,26122370289.0,1985109.0,36984477609.0,104572227.0,3772345743.0,160910.0,,
parmesan,gcc,0,3,hyper,42,q3 hyper,258.155,58037.35,0.0,0.0,778728.0,142224645716.0,107964329915.0,,1493396064.0,67474299284.0,1500535327.0,2220161948.0,1965826996.0,50771510681.0,1210642.0,67346346485.0,1276320164.0,69480420763.0,137762.0,,
parmesan,clang,0,3,hyper,43,q3 hyper,253.363,57696.91,0.0,0.0,779338.0,140888125230.0,93327949636.0,,1566995834.0,65754907796.0,1521375582.0,2313118849.0,2058172715.0,52373942104.0,1300059.0,64773148705.0,1271961980.0,63815228110.0,148485.0,,
parmesan,clang,0,3,vectorwise,43,q3 vectorwise,49.275,26942.1,0.0,0.0,391769.0,45898686589.0,152057000564.0,,64604492.0,38687595125.0,235318369.0,1480156141.0,1398300717.0,26799252393.0,2018458.0,33782516308.0,106211251.0,3442722881.0,156520.0,,
parmesan,gcc,0,3,vectorwise,43,q3 vectorwise,49.641,26123.36,0.0,0.0,391163.0,47124377484.0,155289336572.0,,78058699.0,37775484270.0,240016483.0,1438996372.0,1398573751.0,23584011715.0,2054562.0,32336612546.0,89572400.0,3777728642.0,170765.0,,
parmesan,gcc,0,3,hyper,43,q3 hyper,252.98,57715.47,0.0,0.0,782404.0,140215675251.0,91043014246.0,,1572573670.0,64986943526.0,1540629542.0,2337263857.0,2053049082.0,51875368919.0,1279263.0,65326733847.0,1237437023.0,61102862275.0,168185.0,,
parmesan,clang,0,3,hyper,44,q3 hyper,248.735,58117.23,0.0,0.0,779961.0,135408561487.0,83671475160.0,,1848037523.0,65723445092.0,1607831218.0,2320978057.0,1982998114.0,44135681423.0,958638.0,63631727476.0,1199136731.0,72204457517.0,209139.0,,
parmesan,clang,0,3,vectorwise,44,q3 vectorwise,49.563,26613.06,0.0,0.0,391150.0,46882753695.0,157990091077.0,,76792136.0,39492622095.0,236818930.0,1438417018.0,1368405523.0,25263094299.0,2089576.0,28657062196.0,75452177.0,3487569507.0,168390.0,,
parmesan,gcc,0,3,vectorwise,44,q3 vectorwise,50.476,25331.87,0.0,0.0,372897.0,46039026502.0,141578016804.0,,76009999.0,35021988616.0,230901033.0,1410677394.0,1280037313.0,25716536321.0,1838323.0,30901724925.0,73478113.0,3180995108.0,167093.0,,
parmesan,gcc,0,3,hyper,44,q3 hyper,250.455,58333.24,0.0,0.0,779875.0,139365355142.0,93821001688.0,,1618404881.0,65318603823.0,1542093913.0,2286313203.0,2011401746.0,50146502663.0,1297345.0,64589716848.0,1229451211.0,66242546614.0,166301.0,,
parmesan,clang,0,3,hyper,45,q3 hyper,244.93,58522.4,0.0,0.0,780250.0,138835942989.0,105472973735.0,,1663972231.0,68405835578.0,1657209796.0,2379716569.0,2060534595.0,51610369116.0,1129478.0,61014085982.0,1126839648.0,65379865027.0,164382.0,,
parmesan,clang,0,3,vectorwise,45,q3 vectorwise,49.292,27112.51,0.0,0.0,391195.0,47844010419.0,164579229715.0,,83221941.0,38820569283.0,251042202.0,1534113054.0,1474059936.0,24691288813.0,1973603.0,29339586015.0,87161211.0,3120683500.0,169151.0,,
parmesan,gcc,0,3,vectorwise,45,q3 vectorwise,49.464,27268.77,0.0,0.0,391137.0,51609945425.0,163672216690.0,,80988186.0,40762211031.0,233332702.0,1375806987.0,1274354165.0,27512904894.0,1840863.0,33734037419.0,77189833.0,3647594704.0,168833.0,,
parmesan,gcc,0,3,hyper,45,q3 hyper,245.68,58431.01,0.0,0.0,783318.0,137765434291.0,83271638990.0,,1891279766.0,67055288422.0,1663074795.0,2364030972.0,2000537222.0,44074571024.0,944399.0,57123980653.0,1198620904.0,72416011322.0,220423.0,,
parmesan,clang,0,3,vectorwise,46,q3 vectorwise,52.428,27540.87,0.0,0.0,371876.0,54124793102.0,179821716569.0,,74563502.0,43581473470.0,212551195.0,1251865721.0,1166839337.0,30317073615.0,1711367.0,28625043383.0,84791956.0,3420614890.0,180936.0,,
parmesan,clang,0,3,hyper,46,q3 hyper,242.085,58813.71,0.0,0.0,780587.0,140434385463.0,101377302284.0,,1793375089.0,68447639187.0,1680766332.0,2355740827.0,2016811799.0,47125804092.0,923110.0,53897401430.0,1083982686.0,70407942830.0,177965.0,,
parmesan,gcc,0,3,hyper,46,q3 hyper,242.238,58580.83,0.0,0.0,783666.0,136060481621.0,82360113651.0,,1868420084.0,66234709826.0,1656583872.0,2349348646.0,1994373152.0,43276094037.0,784928.0,54928409875.0,1213842986.0,72519920134.0,194594.0,,
parmesan,gcc,0,3,vectorwise,46,q3 vectorwise,48.762,28999.36,0.0,0.0,391054.0,48066323188.0,167327595575.0,,62418751.0,41413533075.0,245971890.0,1523443803.0,1507884149.0,31778835175.0,2294923.0,39690792533.0,85850114.0,3841328258.0,153342.0,,
parmesan,clang,0,3,vectorwise,47,q3 vectorwise,47.122,27023.36,0.0,0.0,391115.0,49150936054.0,138290499398.0,,85587651.0,38247899797.0,249017641.0,1508061592.0,1425914079.0,23980079334.0,2101544.0,26596835516.0,84230869.0,3674679325.0,200210.0,,
parmesan,clang,0,3,hyper,47,q3 hyper,238.544,59052.78,0.0,0.0,784167.0,132388523770.0,92627369381.0,,1697527199.0,62000044965.0,1437660940.0,2038220969.0,1753211155.0,38271879926.0,1002298.0,69027876900.0,1340596555.0,83709367886.0,234770.0,,
parmesan,gcc,0,3,hyper,47,q3 hyper,238.32,58617.3,0.0,0.0,784625.0,126173660263.0,69610640094.0,,1513015750.0,55766791114.0,1276157067.0,1933998968.0,1756127987.0,39992337618.0,596767.0,70372090866.0,1403479569.0,86719631964.0,233406.0,,
parmesan,gcc,0,3,vectorwise,47,q3 vectorwise,46.485,26720.95,0.0,0.0,397942.0,55992976333.0,161857132483.0,,81009989.0,38263628068.0,229536141.0,1403315592.0,1360754686.0,22775885798.0,1648075.0,28358137576.0,85578994.0,3936082606.0,173407.0,,
parmesan,clang,0,3,vectorwise,48,q3 vectorwise,46.826,27446.21,0.0,0.0,391537.0,51551889771.0,153390802883.0,,86805875.0,37368956578.0,252707748.0,1525251712.0,1433527102.0,23730864599.0,1901768.0,28702414731.0,76011099.0,3299975387.0,172079.0,,
parmesan,clang,0,3,hyper,48,q3 hyper,234.779,59224.41,0.0,0.0,781647.0,122388282386.0,85694077476.0,,1335092783.0,55245722065.0,1199766178.0,1882022108.0,1777328903.0,42423708013.0,1166543.0,72540645495.0,1453384937.0,89348984585.0,242632.0,,
parmesan,gcc,0,3,hyper,48,q3 hyper,234.521,58830.98,0.0,0.0,781680.0,130319403186.0,67422485821.0,,1867131905.0,58339550496.0,1444830038.0,2007108017.0,1721083985.0,38583440121.0,734690.0,62458456883.0,1355029558.0,88561612634.0,272670.0,,
