machine,compiler,repetition,query,engine,threads,query_label,time,task-clock:u,context-switches:u,cpu-migrations:u,page-faults:u,cycles:u,instructions:u,branches:u,branch-misses:u,L1-dcache-loads:u,L1-dcache-load-misses:u,LLC-loads:u,LLC-load-misses:u,L1-icache-loads:u,L1-icache-load-misses:u,dTLB-loads:u,dTLB-load-misses:u,iTLB-loads:u,iTLB-load-misses:u,L1-dcache-prefetches:u,L1-dcache-prefetch-misses:u
parmesan,gcc,0,5,vectorwise,77,q5 vectorwise,122.149,52432.62,0.0,0.0,522361.0,119985714469.0,150238412493.0,,295558642.0,49454197422.0,1653967441.0,2254767630.0,1856504035.0,26382346333.0,2245267.0,47724603346.0,1495702913.0,16509258006.0,170025.0,,
parmesan,gcc,0,5,hyper,77,q5 hyper,124.68,60413.22,0.0,0.0,528440.0,144563866561.0,107839907652.0,,541534992.0,55391105701.0,1731616957.0,2460688323.0,1986406810.0,29090710662.0,2321641.0,53022414266.0,1690509751.0,25317556112.0,236450.0,,
parmesan,clang,0,5,hyper,77,q5 hyper,126.075,60504.1,0.0,0.0,531782.0,146971241680.0,109744366497.0,,570422171.0,55818885933.0,1690882430.0,2402364773.0,1955008744.0,29082121744.0,2122561.0,54008768040.0,1695234913.0,24893930196.0,257357.0,,
parmesan,clang,0,5,vectorwise,77,q5 vectorwise,128.07,55821.14,0.0,0.0,518864.0,121708802881.0,180936933993.0,,290646465.0,64288701961.0,1540442339.0,2090756425.0,1816261712.0,42397188433.0,2733839.0,56000032247.0,1464866621.0,14928150977.0,156689.0,,
parmesan,gcc,0,5,vectorwise,78,q5 vectorwise,120.318,51661.67,0.0,0.0,519214.0,116313059075.0,126880986508.0,,309717678.0,46290038773.0,1586833761.0,2183413114.0,1780662039.0,30328730837.0,2430822.0,52267968603.0,1394853343.0,15864343266.0,170885.0,,
parmesan,gcc,0,5,hyper,78,q5 hyper,124.366,60688.2,0.0,0.0,528894.0,145545519852.0,108461225865.0,,565202467.0,54127735920.0,1704627114.0,2438735544.0,1965525715.0,29412211590.0,2301465.0,53752630885.0,1739594871.0,24267003545.0,257258.0,,
parmesan,clang,0,5,hyper,78,q5 hyper,124.791,60877.94,0.0,0.0,528701.0,143989794373.0,106177854655.0,,574327790.0,53985801339.0,1724816245.0,2472878657.0,2002672495.0,28482587262.0,2179663.0,54551440351.0,1694061189.0,25937353150.0,259773.0,,
parmesan,clang,0,5,vectorwise,78,q5 vectorwise,126.952,56088.83,0.0,0.0,519251.0,127611413925.0,190725571715.0,,294684520.0,55592221985.0,1605966027.0,2194326968.0,1740540976.0,37577787052.0,3158719.0,57541391181.0,1347583401.0,15545692625.0,120957.0,,
parmesan,gcc,0,5,vectorwise,79,q5 vectorwise,124.278,54230.63,0.0,0.0,519198.0,126693149375.0,188660497153.0,,311853051.0,51449581105.0,1709992291.0,2305356254.0,1848318500.0,33784594926.0,2316033.0,57902201669.0,1332534743.0,14674954504.0,149578.0,,
parmesan,gcc,0,5,hyper,79,q5 hyper,123.184,60145.8,0.0,0.0,532757.0,140791787852.0,107463482339.0,,518646058.0,55617776764.0,1725010032.0,2456834125.0,2005176772.0,28947839105.0,2185211.0,53606017277.0,1633199839.0,25907637681.0,234468.0,,
parmesan,clang,0,5,hyper,79,q5 hyper,123.723,53410.82,0.0,0.0,492298.0,128941729388.0,129553906491.0,,481520846.0,53739130834.0,1465481837.0,2014892395.0,1584936421.0,26497619858.0,2010043.0,48231431295.0,1397580248.0,21886311756.0,209373.0,,
parmesan,clang,0,5,vectorwise,79,q5 vectorwise,123.125,53442.63,0.0,0.0,516086.0,123895017480.0,173041611900.0,,305795740.0,53491520492.0,1688120442.0,2327927125.0,1853666317.0,26400062682.0,2187255.0,51629638404.0,1453969274.0,16056253504.0,139812.0,,
parmesan,gcc,0,5,hyper,80,q5 hyper,122.419,60921.77,0.0,0.0,532559.0,144379203304.0,110194617040.0,,503438671.0,55308441528.0,1713549546.0,2439444258.0,1987120128.0,29376398332.0,2497319.0,52969701919.0,1750987049.0,25784244205.0,244011.0,,
parmesan,gcc,0,5,vectorwise,80,q5 vectorwise,125.266,54910.2,0.0,0.0,519410.0,126589554492.0,172217804020.0,,276566778.0,64359394954.0,1498903155.0,2068184800.0,1726916587.0,31588181552.0,2312407.0,50961916358.0,1578107472.0,17580047435.0,199202.0,,
