,machine,compiler,repetition,query,engine,threads,query_label,time,task-clock,context-switches,cpu-migrations,page-faults,cycles,instructions,branches,branch-misses,L1-dcache-loads,L1-dcache-load-misses,LLC-loads,LLC-load-misses,L1-icache-loads,L1-icache-load-misses,dTLB-loads,dTLB-load-misses,iTLB-loads,iTLB-load-misses,L1-dcache-prefetches,L1-dcache-prefetch-misses
5967,burrata,gcc,0,18,hyper,101,q18 hyper,944.405,418703.49,338655.0,384.0,2336649.0,1111048144065.0,488554898733.0,,1264817243.0,189645491373.0,5088751567.0,,,158576830350.0,137516423.0,241355080193.0,1356852732.0,120508179291.0,725499.0,,
5968,burrata,clang,1,18,hyper,101,q18 hyper,1254.6,607288.9,423419.0,326.0,2346068.0,1681042637268.0,1512363035545.0,,1253176070.0,464147484723.0,5194311651.0,,,426879726214.0,144346269.0,750526060252.0,1367636657.0,274741973234.0,669259.0,,
5969,burrata,clang,1,18,vectorwise,101,q18 vectorwise,884.508,440848.32,347377.0,633.0,1704925.0,1224833018150.0,1055977288985.0,,3459140643.0,388474814200.0,10153779597.0,,,344355945253.0,94108139.0,462179184312.0,2160609566.0,266205556939.0,502066.0,,
5970,burrata,gcc,1,18,hyper,101,q18 hyper,938.461,411701.03,819665.0,496.0,2342061.0,1100464557693.0,501881413231.0,,1284992655.0,193242364244.0,5074317180.0,,,160211531007.0,138264017.0,241571215819.0,1366503557.0,122272511300.0,669505.0,,
5971,burrata,gcc,1,18,vectorwise,101,q18 vectorwise,865.253,440586.75,522001.0,643.0,1696538.0,1224358642337.0,1105402082841.0,,3284525649.0,355261378708.0,10020913045.0,,,385673127212.0,93269741.0,422479932191.0,2127742109.0,340078904002.0,452460.0,,
5972,burrata,clang,0,18,hyper,102,q18 hyper,1242.605,611653.36,374758.0,265.0,2404405.0,1699309972118.0,1490315940890.0,,1252834316.0,459349794577.0,5208523004.0,,,417830951046.0,142266611.0,750428214736.0,1397962184.0,270988907253.0,698094.0,,
5973,burrata,clang,0,18,vectorwise,102,q18 vectorwise,880.123,439241.43,369017.0,638.0,1705953.0,1226239287632.0,961109394706.0,,3412622860.0,368794641798.0,10069113347.0,,,318250430529.0,95985318.0,446815056943.0,2165087834.0,246213679285.0,529712.0,,
5974,burrata,gcc,0,18,hyper,102,q18 hyper,945.505,420777.73,407883.0,317.0,2478647.0,1121917574461.0,479980852402.0,,1250864254.0,186114340119.0,5092597213.0,,,156383088555.0,135642725.0,241850753155.0,1361956281.0,116270510180.0,744837.0,,
5975,burrata,gcc,0,18,vectorwise,102,q18 vectorwise,870.527,425798.74,275575.0,632.0,1715945.0,1177176767328.0,905006792908.0,,3305843267.0,321994650629.0,10111137235.0,,,319957849095.0,89992322.0,397407458447.0,2157089957.0,280258955357.0,499763.0,,
5976,burrata,clang,1,18,hyper,102,q18 hyper,1263.685,609436.96,334899.0,294.0,2340198.0,1688359849242.0,1482854794680.0,,1257337707.0,458180041549.0,5200548372.0,,,417436065378.0,143634187.0,748809619468.0,1387005963.0,269607250704.0,686897.0,,
5977,burrata,clang,1,18,vectorwise,102,q18 vectorwise,877.726,434279.52,315412.0,631.0,1703950.0,1208389710531.0,893095451100.0,,3435188036.0,358526646590.0,10165904418.0,,,302358649138.0,94261763.0,439568639429.0,2162464647.0,237570709189.0,502960.0,,
5978,burrata,gcc,1,18,hyper,102,q18 hyper,957.301,422458.94,372866.0,511.0,2438438.0,1117204978977.0,491815395861.0,,1256101729.0,187334605314.0,5089032148.0,,,156918703646.0,140428073.0,241130788992.0,1364896096.0,121899291159.0,727701.0,,
5979,burrata,gcc,1,18,vectorwise,102,q18 vectorwise,878.04,426458.5,196613.0,619.0,1713235.0,1178067676060.0,933930729261.0,,3333963900.0,322622665578.0,10136975986.0,,,322576023632.0,92973254.0,397569163447.0,2166799171.0,286417115588.0,458899.0,,
5980,burrata,clang,0,18,hyper,103,q18 hyper,1276.923,614283.31,558739.0,369.0,2341408.0,1695754455240.0,1505782340292.0,,1257231681.0,462298110071.0,5203775986.0,,,423688236196.0,154266878.0,751208878131.0,1376038914.0,274541495482.0,733632.0,,
5981,burrata,clang,0,18,vectorwise,103,q18 vectorwise,883.069,442582.61,521650.0,642.0,1735482.0,1231982734027.0,962815208648.0,,3483987470.0,373702864714.0,10245932410.0,,,318921919160.0,96207692.0,448462145779.0,2189204042.0,248229961237.0,569785.0,,
5982,burrata,gcc,0,18,hyper,103,q18 hyper,979.936,422789.35,471310.0,491.0,2382413.0,1126453500218.0,510904758489.0,,1282173958.0,194769983652.0,5155252738.0,,,164311690596.0,139004911.0,243864787817.0,1382843420.0,125625546184.0,717199.0,,
5983,burrata,gcc,0,18,vectorwise,103,q18 vectorwise,870.52,436780.82,298769.0,624.0,1729828.0,1209120399633.0,977254514109.0,,3306678186.0,330413596141.0,10026117763.0,,,338130744334.0,92550508.0,404409242618.0,2163019116.0,303279323510.0,458944.0,,
5984,burrata,clang,1,18,vectorwise,103,q18 vectorwise,872.698,442361.0,672560.0,649.0,1727843.0,1232505991658.0,1002178500040.0,,3417090889.0,377106766212.0,10134857458.0,,,332484138855.0,98098381.0,457922931824.0,2167042270.0,257524278686.0,545931.0,,
5985,burrata,clang,1,18,hyper,103,q18 hyper,1241.056,616675.64,336429.0,274.0,2364322.0,1703425764766.0,1517009813191.0,,1259931359.0,464222294364.0,5224967669.0,,,424034356956.0,148425039.0,754603337033.0,1363723007.0,275040191002.0,674151.0,,
5986,burrata,gcc,1,18,vectorwise,103,q18 vectorwise,860.842,435779.22,636681.0,644.0,1722838.0,1211424353382.0,996085982791.0,,3323399405.0,335314619861.0,10054523229.0,,,346190570213.0,95005705.0,409430504284.0,2147214656.0,306272102441.0,446733.0,,
5987,burrata,gcc,1,18,hyper,103,q18 hyper,973.333,431843.46,392400.0,216.0,2362288.0,1146045830861.0,493080812132.0,,1256639902.0,186863916641.0,5047796139.0,,,158484456735.0,141679061.0,241152582102.0,1360591465.0,120450694414.0,711607.0,,
5988,burrata,clang,0,18,hyper,104,,,616088.34,483869.0,309.0,2459955.0,1705241356516.0,1503962587142.0,,1258326483.0,462339209323.0,5231536058.0,,,421534492528.0,156302356.0,751453282944.0,1382592715.0,273624194325.0,740499.0,,
5989,burrata,clang,0,18,vectorwise,104,q18 vectorwise,885.57,456032.64,315818.0,656.0,1737202.0,1266865922574.0,1109918773727.0,,3441626935.0,397851993176.0,10192608830.0,,,358888400543.0,101810440.0,474211805256.0,2143684180.0,270765671842.0,510652.0,,
5990,burrata,gcc,0,18,hyper,104,q18 hyper,968.151,429261.76,329991.0,266.0,2428129.0,1144353402606.0,472052920204.0,,1253245458.0,184507928325.0,5107549087.0,,,149843379351.0,143521882.0,240770183436.0,1378088806.0,117118638091.0,727564.0,,
5991,burrata,gcc,0,18,vectorwise,104,q18 vectorwise,876.684,441351.88,305515.0,630.0,1759307.0,1226191914797.0,1015007208494.0,,3300341587.0,338421841340.0,10009181135.0,,,350634848690.0,94386681.0,409910413663.0,2135154335.0,312332632015.0,461374.0,,
5992,burrata,clang,0,18,hyper,104,q18 hyper,1248.112,616088.34,483869.0,309.0,2459955.0,1705241356516.0,1503962587142.0,,1258326483.0,462339209323.0,5231536058.0,,,421534492528.0,156302356.0,751453282944.0,1382592715.0,273624194325.0,740499.0,,
5996,burrata,clang,1,18,vectorwise,104,q18 vectorwise,886.825,443093.12,495476.0,640.0,1723332.0,1230343135080.0,908795210190.0,,3403110360.0,361639638728.0,10091270076.0,,,306344132563.0,97617646.0,444317241033.0,2159870345.0,243622972680.0,538860.0,,
5997,burrata,clang,1,18,hyper,104,q18 hyper,1239.35,618996.27,657905.0,265.0,2651138.0,1716954197185.0,1499402515098.0,,1258430259.0,461647146863.0,5199806535.0,,,423905271973.0,148326866.0,755109872346.0,1369494323.0,273683384934.0,692880.0,,
5998,burrata,gcc,1,18,vectorwise,104,q18 vectorwise,873.601,435585.16,481063.0,635.0,1712165.0,1207888252754.0,937593754510.0,,3318664880.0,327084043799.0,10062326570.0,,,327217728699.0,96190038.0,396894367899.0,2155174116.0,285124725628.0,457441.0,,
5999,burrata,gcc,1,18,hyper,104,q18 hyper,950.739,432482.99,671767.0,403.0,2478172.0,1149771210136.0,508485399109.0,,1274125182.0,193770122481.0,5079028350.0,,,167187458419.0,145199383.0,246181204844.0,1379264497.0,124632022202.0,742729.0,,
6000,burrata,clang,0,18,vectorwise,105,q18 vectorwise,899.236,453771.63,655263.0,649.0,1746455.0,1257710749365.0,966729934553.0,,3375046822.0,369333009563.0,9977848008.0,,,321844894156.0,107127870.0,457202122689.0,2147977075.0,258616083387.0,509564.0,,
6001,burrata,clang,0,18,hyper,105,q18 hyper,1243.753,620500.07,358678.0,354.0,2541477.0,1715069834757.0,1489997722709.0,,1266548927.0,461155943251.0,5235805104.0,,,420397995715.0,152967909.0,754873656565.0,1380336932.0,272161962509.0,757284.0,,
6002,burrata,gcc,0,18,vectorwise,105,q18 vectorwise,888.346,443840.63,457841.0,644.0,1735679.0,1223712865457.0,985656376052.0,,3299280925.0,331983839654.0,10001372699.0,,,341043642350.0,102458192.0,407324237859.0,2160141834.0,303453927493.0,461114.0,,
6003,burrata,gcc,0,18,hyper,105,q18 hyper,974.483,435291.97,357551.0,348.0,2548539.0,1163467864645.0,489676545626.0,,1283630644.0,190453078462.0,5135710888.0,,,155444033665.0,139476632.0,242932200313.0,1393259923.0,120447792239.0,773994.0,,
6004,burrata,clang,1,18,vectorwise,105,q18 vectorwise,901.59,457714.05,345743.0,654.0,1764941.0,1262602236010.0,1057440227963.0,,3436999200.0,387786492581.0,10139630272.0,,,349935109171.0,102162919.0,467147546468.0,2170104457.0,274250417093.0,512599.0,,
6005,burrata,clang,1,18,hyper,105,q18 hyper,1240.852,621569.74,462875.0,421.0,2462526.0,1714577453774.0,1533277711167.0,,1264892231.0,466934482889.0,5210563374.0,,,432138568847.0,156261199.0,759140457387.0,1388734144.0,283079759430.0,726827.0,,
6006,burrata,gcc,1,18,vectorwise,105,q18 vectorwise,898.177,438438.45,406562.0,654.0,1739800.0,1209561115366.0,947240110011.0,,3313771491.0,326960056703.0,10063223484.0,,,329188704133.0,103439181.0,401857460640.0,2153682749.0,291444782519.0,475825.0,,
6007,burrata,gcc,1,18,hyper,105,q18 hyper,945.928,430450.65,477485.0,509.0,2349105.0,1147909992915.0,483558815092.0,,1259090246.0,185922474168.0,5084113801.0,,,155171474232.0,143271589.0,244692205774.0,1381911381.0,120236778657.0,736460.0,,
6008,burrata,clang,0,18,hyper,106,q18 hyper,1262.015,625433.45,507467.0,353.0,2478649.0,1730241556436.0,1530298988564.0,,1255858155.0,466189017900.0,5237584685.0,,,431672673335.0,152747642.0,759810735192.0,1372385979.0,279578077320.0,798183.0,,
6009,burrata,clang,0,18,vectorwise,106,q18 vectorwise,897.975,457478.05,576299.0,649.0,1748244.0,1268111009274.0,972411703662.0,,3436613832.0,374814814707.0,10134088268.0,,,325470663443.0,106529117.0,456498128819.0,2142988313.0,255640635193.0,527953.0,,
6010,burrata,gcc,0,18,hyper,106,q18 hyper,968.758,441754.7,486289.0,412.0,2432948.0,1176658251823.0,489983960993.0,,1273016268.0,190393095078.0,5119170618.0,,,162421523288.0,146984726.0,247667823631.0,1374088287.0,120422733109.0,764456.0,,
6011,burrata,gcc,0,18,vectorwise,106,q18 vectorwise,885.672,449049.13,457341.0,662.0,1745033.0,1240017572195.0,1000818705081.0,,3305129799.0,337537920157.0,10040598102.0,,,345721992208.0,104753310.0,409454482027.0,2147521389.0,308905646706.0,475995.0,,
6012,burrata,clang,1,18,hyper,106,q18 hyper,1270.853,629764.69,451083.0,270.0,2442713.0,1742810981410.0,1502677334525.0,,1258271799.0,462506235993.0,5220291731.0,,,422916871408.0,152177520.0,757930745994.0,1377656834.0,272429440937.0,751061.0,,
6013,burrata,clang,1,18,vectorwise,106,q18 vectorwise,899.542,452062.66,361455.0,646.0,1760240.0,1249720697989.0,937676583481.0,,3360728083.0,364416048553.0,10151903417.0,,,314417716884.0,105595029.0,453395728485.0,2136551480.0,253670748873.0,501517.0,,
6014,burrata,gcc,1,18,hyper,106,q18 hyper,990.716,444759.41,490879.0,444.0,2400307.0,1183480959769.0,495503161571.0,,1263242037.0,190764840259.0,5083692406.0,,,161426128833.0,145694521.0,245929058363.0,1368833379.0,121792884380.0,712228.0,,
6015,burrata,gcc,1,18,vectorwise,106,q18 vectorwise,885.532,444639.68,479420.0,647.0,1768839.0,1229353693221.0,953898768293.0,,3325085752.0,331066664469.0,10110751603.0,,,333789962916.0,102816642.0,406247331848.0,2163758866.0,292351721163.0,484356.0,,
6016,burrata,clang,0,18,hyper,107,q18 hyper,1241.753,622312.83,494829.0,362.0,2439812.0,1708472104183.0,1500355339119.0,,1262584059.0,462229660187.0,5234280454.0,,,422993067852.0,158422975.0,751561206148.0,1390172294.0,271403125314.0,751651.0,,
6017,burrata,clang,0,18,vectorwise,107,q18 vectorwise,918.03,467359.48,490358.0,675.0,1778529.0,1293968787658.0,1098108256171.0,,3406497965.0,393622649716.0,10064587361.0,,,355553506274.0,109557702.0,470977213714.0,2157855115.0,274972647372.0,557324.0,,
6018,burrata,gcc,0,18,hyper,107,q18 hyper,971.954,444126.2,448837.0,499.0,2515272.0,1179039605109.0,499189078492.0,,1270561229.0,191668737296.0,5141564917.0,,,164962942642.0,152787293.0,247829249079.0,1380866125.0,123760815723.0,807541.0,,
6019,burrata,gcc,0,18,vectorwise,107,q18 vectorwise,915.516,456810.77,371844.0,657.0,1770063.0,1257446069534.0,1016694811541.0,,3322622738.0,340396795795.0,10044276204.0,,,354800191994.0,104433984.0,413809863511.0,2147603323.0,311916698560.0,497954.0,,
6020,burrata,clang,1,18,vectorwise,107,q18 vectorwise,893.619,465533.12,514084.0,657.0,1766730.0,1293841916933.0,1102846509089.0,,3408897574.0,390026004341.0,10099499657.0,,,359033393970.0,108449690.0,466734726840.0,2165203013.0,294105209877.0,562825.0,,
6021,burrata,clang,1,18,hyper,107,q18 hyper,1244.251,630420.23,565126.0,418.0,2525397.0,1733727585033.0,1517872717110.0,,1268338109.0,465173800993.0,5244251249.0,,,428307343450.0,157712883.0,761448068124.0,1368099910.0,278932252276.0,734499.0,,
6022,burrata,gcc,1,18,vectorwise,107,q18 vectorwise,935.045,446192.81,462392.0,650.0,1772101.0,1227406700128.0,960040182618.0,,3306877434.0,331369270764.0,10105234148.0,,,335856669507.0,108204011.0,404252898906.0,2151004292.0,295512493020.0,521162.0,,
6023,burrata,gcc,1,18,hyper,107,q18 hyper,962.009,436182.01,436006.0,545.0,2502326.0,1157119837708.0,493293836234.0,,1271000261.0,190509580359.0,5186835238.0,,,157325632373.0,151233841.0,243060815612.0,1383004457.0,120708496544.0,786276.0,,
6024,burrata,clang,0,18,vectorwise,108,q18 vectorwise,901.077,466623.93,292692.0,663.0,1797338.0,1291549879520.0,1031591207416.0,,3467357238.0,384525898297.0,10148075446.0,,,340599345770.0,108467988.0,465272802078.0,2142695205.0,263944989173.0,509490.0,,
6025,burrata,clang,0,18,hyper,108,q18 hyper,1274.497,637562.45,384998.0,327.0,2449786.0,1758250374788.0,1542903703202.0,,1259334157.0,467841349871.0,5225862268.0,,,431612516733.0,150823534.0,765850628754.0,1384327742.0,284133742512.0,730498.0,,
6026,burrata,gcc,0,18,vectorwise,108,q18 vectorwise,888.547,461542.84,287539.0,670.0,1783310.0,1269280501928.0,1027990806357.0,,3300645408.0,340650774068.0,10069454689.0,,,356891710560.0,101796508.0,416947789933.0,2167990666.0,316333161271.0,510763.0,,
6027,burrata,gcc,0,18,hyper,108,q18 hyper,966.817,441718.81,401744.0,606.0,2497960.0,1174752795647.0,489172444408.0,,1296800760.0,189787677160.0,5170989451.0,,,156037064205.0,149254585.0,244694718839.0,1375585929.0,121300947630.0,731483.0,,
6028,burrata,clang,1,18,hyper,108,q18 hyper,1255.326,631286.93,466957.0,507.0,2373058.0,1736618310994.0,1511600877233.0,,1262013205.0,464091323314.0,5254903959.0,,,427924428691.0,157757269.0,757841895979.0,1374960039.0,275822376587.0,732623.0,,
6029,burrata,clang,1,18,vectorwise,108,q18 vectorwise,928.142,476403.02,370271.0,657.0,1783971.0,1319119652976.0,1086675322653.0,,3440005173.0,393514794462.0,10366700099.0,,,367466838763.0,107238787.0,480074479091.0,2129913383.0,290138501708.0,534863.0,,
6030,burrata,gcc,1,18,hyper,108,q18 hyper,976.458,454120.85,676896.0,434.0,2423468.0,1204665463766.0,516160082490.0,,1283193539.0,195494256136.0,5099931392.0,,,167907687392.0,151721987.0,252884085653.0,1372563636.0,128703848087.0,807198.0,,
6031,burrata,gcc,1,18,vectorwise,108,q18 vectorwise,893.4,454110.25,404386.0,668.0,1780609.0,1248427697332.0,959657664194.0,,3274816141.0,327522996656.0,10000217480.0,,,335282053086.0,105491458.0,407539433247.0,2164123956.0,296678581962.0,476590.0,,
6032,burrata,clang,0,18,vectorwise,109,q18 vectorwise,903.888,477990.21,376879.0,687.0,1788860.0,1322642760447.0,1113193171759.0,,3351179898.0,391244755251.0,10058280754.0,,,358595290294.0,110341632.0,477912354053.0,2128115934.0,279405197977.0,540845.0,,
6033,burrata,clang,0,18,hyper,109,q18 hyper,1245.619,641534.74,477411.0,300.0,2595130.0,1770976792489.0,1531047125908.0,,1265276845.0,467828729062.0,5240138284.0,,,432247879446.0,157818742.0,766157454223.0,1395473987.0,281998415890.0,742579.0,,
6034,burrata,gcc,0,18,vectorwise,109,q18 vectorwise,923.239,467194.16,345525.0,665.0,1787871.0,1287495555495.0,1052072932602.0,,3318842803.0,344911311109.0,9982460416.0,,,363160946517.0,108479976.0,417592372584.0,2162930181.0,324133850617.0,497727.0,,
6035,burrata,gcc,0,18,hyper,109,q18 hyper,972.449,449726.61,444450.0,592.0,2494636.0,1192443573903.0,503892428840.0,,1269209465.0,191435632956.0,5135571940.0,,,163143592001.0,157086301.0,248467083571.0,1400725853.0,123406987346.0,820329.0,,
6036,burrata,clang,1,18,vectorwise,109,q18 vectorwise,905.445,467498.59,749243.0,686.0,1786330.0,1291307089453.0,989206957967.0,,3457961141.0,377541015769.0,10142810442.0,,,329862762641.0,109334672.0,460641151177.0,2179954247.0,260056653730.0,523772.0,,
6037,burrata,clang,1,18,hyper,109,q18 hyper,1252.815,634438.32,432114.0,462.0,2555879.0,1748429337786.0,1498057615801.0,,1270908996.0,462046615903.0,5257345362.0,,,421524268346.0,166743971.0,761000412434.0,1397580375.0,273618902543.0,768243.0,,
6038,burrata,gcc,1,18,vectorwise,109,q18 vectorwise,885.801,456378.18,310827.0,657.0,1792178.0,1254743906798.0,966583396227.0,,3326918011.0,332718429608.0,10064723754.0,,,335298146465.0,104099971.0,406732573713.0,2166598079.0,296418562260.0,511889.0,,
6039,burrata,gcc,1,18,hyper,109,q18 hyper,957.657,449045.55,403522.0,494.0,2494832.0,1184607309950.0,490474291951.0,,1265152636.0,188395213332.0,5092643863.0,,,157744475101.0,149526659.0,247078341897.0,1384204758.0,121048171710.0,756431.0,,
6040,burrata,clang,0,18,hyper,110,q18 hyper,1273.408,639746.64,612725.0,509.0,2516967.0,1755875560591.0,1515434363616.0,,1261403334.0,463761514994.0,5252639370.0,,,426786580405.0,165000991.0,766973002439.0,1398640125.0,277983732191.0,812443.0,,
6041,burrata,clang,0,18,vectorwise,110,q18 vectorwise,908.59,477183.79,503350.0,680.0,1813528.0,1322353843208.0,1002682905039.0,,3453196539.0,377071727742.0,10174465348.0,,,333293942402.0,112242235.0,465726868895.0,2143943422.0,265532072897.0,513171.0,,
6042,burrata,gcc,0,18,hyper,110,q18 hyper,995.451,459811.25,527514.0,498.0,2540975.0,1204976893625.0,491191230935.0,,1284227074.0,191568572630.0,5132869512.0,,,160946214331.0,156146377.0,246296412636.0,1386681057.0,119674766047.0,795146.0,,
6043,burrata,gcc,0,18,vectorwise,110,q18 vectorwise,890.346,465120.51,316236.0,676.0,1802701.0,1278051766630.0,985549723082.0,,3327616424.0,335315905524.0,10105339212.0,,,341713051925.0,105347179.0,409767781565.0,2152104150.0,302233549577.0,509551.0,,
6044,burrata,clang,1,18,hyper,110,q18 hyper,1241.441,642182.61,434631.0,439.0,2778067.0,1766503720741.0,1506338318487.0,,1268259488.0,462463234689.0,5234182557.0,,,421621854225.0,161366243.0,764188102745.0,1405834257.0,275808948376.0,742231.0,,
6045,burrata,clang,1,18,vectorwise,110,q18 vectorwise,912.593,473521.71,299543.0,663.0,1807319.0,1306420958935.0,971903899146.0,,3461192745.0,373265428868.0,10114911062.0,,,322613186790.0,109883479.0,458425054618.0,2166351488.0,259005866554.0,528792.0,,
6046,burrata,gcc,1,18,hyper,110,q18 hyper,1009.05,457624.74,1020186.0,679.0,2532803.0,1202673337973.0,515731405132.0,,1285022689.0,195178964053.0,5137301868.0,,,167457455898.0,161584434.0,249635209194.0,1391953631.0,126568703868.0,834564.0,,
6047,burrata,gcc,1,18,vectorwise,110,q18 vectorwise,900.568,464241.16,350046.0,680.0,1806707.0,1275933315927.0,984397011458.0,,3351044071.0,333889308684.0,10151221050.0,,,336856048869.0,109211044.0,411199568347.0,2162378945.0,300078187495.0,504634.0,,
6048,burrata,clang,0,18,vectorwise,111,q18 vectorwise,920.135,480100.91,336406.0,683.0,1821413.0,1323311777002.0,980254224320.0,,3477974221.0,379188937252.0,10322379691.0,,,331290847863.0,112614842.0,462893656149.0,2145204770.0,258410337813.0,567425.0,,
6049,burrata,clang,0,18,hyper,111,q18 hyper,1281.703,651155.36,683141.0,325.0,2646021.0,1788172494928.0,1530376922485.0,,1274278884.0,468649791067.0,5232880929.0,,,433316454061.0,164742903.0,770078350675.0,1405891473.0,281556372665.0,796904.0,,
6050,burrata,gcc,0,18,vectorwise,111,q18 vectorwise,900.744,480419.76,670685.0,691.0,1820045.0,1324505649809.0,1083306066571.0,,3271948387.0,353148353699.0,10087756065.0,,,378981014796.0,110064787.0,430390315783.0,2170298541.0,335952101421.0,543154.0,,
6051,burrata,gcc,0,18,hyper,111,q18 hyper,984.726,464742.38,568797.0,821.0,2408944.0,1226396188806.0,514151715243.0,,1284912637.0,195743833837.0,5173691645.0,,,167496225862.0,156426286.0,250829861455.0,1400659409.0,128541449927.0,795588.0,,
6052,burrata,clang,1,18,vectorwise,111,q18 vectorwise,900.234,476796.86,527534.0,709.0,1803308.0,1320243706813.0,981954070947.0,,3400912383.0,374883848524.0,10190394081.0,,,330283131323.0,110468137.0,465305196031.0,2141410531.0,260881958286.0,539044.0,,
6053,burrata,clang,1,18,hyper,111,q18 hyper,1275.082,651380.93,409362.0,311.0,2448051.0,1782795652974.0,1534243915069.0,,1278498073.0,470959072318.0,5270350183.0,,,433171811755.0,163742329.0,776809175770.0,1397428123.0,285601366841.0,745522.0,,
6054,burrata,gcc,1,18,vectorwise,111,q18 vectorwise,898.449,467976.71,531705.0,690.0,1809790.0,1284602529749.0,985155104303.0,,3345034979.0,336732996928.0,10225151164.0,,,342924858449.0,109613351.0,413353061239.0,2162874233.0,303269888052.0,495907.0,,
6055,burrata,gcc,1,18,hyper,111,q18 hyper,1005.205,464313.88,390726.0,347.0,2462222.0,1227218607825.0,490930801953.0,,1286391788.0,191454646156.0,5149899671.0,,,160332763770.0,152194888.0,251119311428.0,1416350402.0,121681630199.0,825362.0,,
6056,burrata,clang,0,18,vectorwise,112,q18 vectorwise,939.346,485752.68,457896.0,702.0,1813321.0,1335647688947.0,1024620429840.0,,3460755541.0,386445027173.0,10276369527.0,,,338071314681.0,113136931.0,468332318040.0,2154338409.0,266712707470.0,531340.0,,
6057,burrata,clang,0,18,hyper,112,q18 hyper,1252.57,651350.65,453157.0,395.0,2480729.0,1786201805069.0,1530930674146.0,,1264925499.0,466201991560.0,5230780802.0,,,430947339150.0,164419295.0,772453608630.0,1411968084.0,281961092607.0,788886.0,,
6058,burrata,gcc,0,18,vectorwise,112,q18 vectorwise,908.572,489260.8,397146.0,714.0,1819915.0,1348657436930.0,1132645778125.0,,3269169257.0,358077959825.0,10001569290.0,,,391682454147.0,106711782.0,436431977188.0,2176931635.0,349521343512.0,458849.0,,
6059,burrata,gcc,0,18,hyper,112,q18 hyper,991.923,469038.32,367960.0,409.0,2615725.0,1238603213649.0,503398943571.0,,1275084473.0,191242180394.0,5164037711.0,,,160314853385.0,154708804.0,248289063647.0,1402484371.0,124321407648.0,801369.0,,
6064,burrata,clang,1,18,hyper,112,q18 hyper,1282.711,653356.61,352105.0,442.0,2577913.0,1797401711173.0,1512834615526.0,,1270071403.0,464365146149.0,5282736235.0,,,425410470967.0,158535594.0,772353123162.0,1404532387.0,276539956137.0,723333.0,,
6065,burrata,clang,1,18,vectorwise,112,q18 vectorwise,906.186,483465.68,752870.0,676.0,1846992.0,1337805184408.0,992248360357.0,,3456280955.0,380588628386.0,10224430129.0,,,334561833421.0,113214779.0,468533298675.0,2141739007.0,263434456943.0,513043.0,,
6066,burrata,gcc,1,18,hyper,112,q18 hyper,1018.56,467122.11,639374.0,711.0,2675616.0,1233582388663.0,516894471040.0,,1299156153.0,195001880986.0,5158103934.0,,,166512151752.0,158928196.0,251814843189.0,1385415388.0,128630345874.0,789426.0,,
6067,burrata,gcc,1,18,vectorwise,112,q18 vectorwise,905.449,476748.97,346230.0,686.0,1821588.0,1309352570110.0,980597158290.0,,3253335314.0,334136715930.0,10035353949.0,,,342657979162.0,108318751.0,414575849059.0,2148078915.0,305270028420.0,475164.0,,
6068,burrata,clang,0,18,hyper,113,q18 hyper,1261.103,651189.61,403195.0,401.0,2570829.0,1781289558448.0,1525826234011.0,,1267742942.0,467427281033.0,5249708426.0,,,431031748418.0,167398474.0,768915662594.0,1419963527.0,280976984822.0,781189.0,,
6069,burrata,clang,0,18,vectorwise,113,q18 vectorwise,915.629,497018.82,438736.0,724.0,1832778.0,1371330552201.0,1128141173041.0,,3445434001.0,399861891053.0,10181921137.0,,,365280921946.0,111834562.0,485710255894.0,2153903508.0,282910280688.0,539126.0,,
6070,burrata,gcc,0,18,hyper,113,q18 hyper,992.01,469019.09,615869.0,690.0,2467741.0,1244648146654.0,510112153167.0,,1278653205.0,194209084794.0,5164519455.0,,,166800722375.0,159307083.0,252648159593.0,1404954212.0,126692737271.0,822541.0,,
6071,burrata,gcc,0,18,vectorwise,113,q18 vectorwise,903.162,487591.9,427457.0,702.0,1820856.0,1340054080303.0,1065902457701.0,,3269722332.0,347927867553.0,10053355323.0,,,372555975747.0,112492054.0,428655195358.0,2175759624.0,332562957517.0,499798.0,,
6072,burrata,clang,1,18,hyper,113,q18 hyper,1241.655,649174.14,441331.0,440.0,2507359.0,1783230189028.0,1526592736362.0,,1275766261.0,467155582110.0,5263069114.0,,,430559551141.0,163486710.0,773100225196.0,1402702408.0,280557940301.0,756076.0,,
6073,burrata,clang,1,18,vectorwise,113,q18 vectorwise,935.481,487197.51,406663.0,697.0,1829669.0,1341799067106.0,1008273825971.0,,3465879142.0,381690284794.0,10313691428.0,,,334332783193.0,114568652.0,466059208828.0,2134024441.0,262465043042.0,497484.0,,
6074,burrata,gcc,1,18,hyper,113,q18 hyper,978.138,470208.68,403397.0,330.0,2537862.0,1246931513060.0,498677383404.0,,1278401455.0,190448327787.0,5171961436.0,,,158469036838.0,155195280.0,249782899854.0,1405069153.0,125223097588.0,788250.0,,
6075,burrata,gcc,1,18,vectorwise,113,q18 vectorwise,900.155,475948.57,387663.0,720.0,1833443.0,1308055837762.0,994867252698.0,,3331263490.0,335467312591.0,10170697604.0,,,342164779670.0,111665461.0,416163985599.0,2199677522.0,308345152316.0,508865.0,,
